fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
0.846675,Feminino,35 a 44 anos,SP,Interior,Sudeste,B1,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,POLUIÇÃO,Não,Ambos (Esp.),Não,Não,Não,Sim,Não,Sim,Sim,,,,Não,,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Mais ou menos,Um pouco,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Não sabe,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,Discorda em parte,Não sabe,Não,Não,Sim,Sim,Não,Não,Sim,Sim,,,Não,Sim,,,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
0.846675,Feminino,35 a 44 anos,SP,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,DESTRUIÇÃO DO HOMEM,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,As ONGs de meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Garimpeiros,Madeireiros,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Sim,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
3.09608,Masculino,45 a 59 anos,MG,Interior,Sudeste,DE,Sim,1ª série ou 2º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,É religioso mas não segue nenhuma / Agnóstico,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,QUEIMADA POLUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,,Não,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Garimpeiros,Grandes produtores rurais,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Não sabe,Não,Não,Sim,Não,Sim,Sim,Não,Sim,,,Sim,,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.819887,Masculino,35 a 44 anos,SP,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,
1.005004,Masculino,25 a 34 anos,PI,Interior,Nordeste,C1,Sim,Superior completo,Superior,Superior completo,Parda,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,"OXIGÊNIO, OZÔNIO",Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Melhor,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,,Sim,Sim,Não,Sim,,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,,,,,,,,/
0.925327,Feminino,25 a 34 anos,SP,Interior,Sudeste,B1,Sim,Superior completo,Superior,Superior completo,Branca,Prefiro não responder,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,IMPACTO AMBIENTAL,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,,,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.819887,Masculino,35 a 44 anos,SP,Interior,Sudeste,B1,Sim,Superior Incompleto,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,AUMENTE DA TEMPERATURA E QUEIMADAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Madeireiros,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Não,Sim,Não,,,Sim,Sim,,,Sim,,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.617616,Feminino,25 a 34 anos,SP,Interior,Sudeste,A,Sim,Superior completo,Superior,Superior completo,Preta,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.660899,Feminino,45 a 59 anos,ES,Interior,Sudeste,C2,Não,,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,As ONGs de meio ambiente,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Igual,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.321277,Masculino,35 a 44 anos,MG,Interior,Sudeste,C1,Sim,Superior completo,Superior,Fundamental completo/ Médio incompleto,Parda,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Ambos (Esp.),Não,Sim,Não,Não sabe,Não sabe,Não sabe,Sim,,Não,,,,,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,Não sabe,Os cidadãos,Os governos,Empresas e indústrias,Sim,Não,Não sabe,Não,Sim,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Discorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Pior,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Sim,Sim,,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.788906,Feminino,45 a 59 anos,MG,Interior,Sudeste,B1,Sim,Superior completo,Superior,Superior completo,Branca,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,ELEVAÇÃO DA TEMPERATURA,Sim,Causado principalmente pela ação humana,Não sabe,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Não sabe,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Os governos,Os cidadãos,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
3.09608,Masculino,45 a 59 anos,MG,Interior,Sudeste,DE,Sim,3ª série (ou 4º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,FOME,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Não,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Políticos,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.846675,Feminino,35 a 44 anos,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Nada preocupado(a),Um pouco,NÃO SABE,Não,Resultado de mudanças naturais do meio ambiente,Não,Não,Sim,Sim,Não,Sim,Sim,,,Não,Não,,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,Os governos,As ONGs de meio ambiente,Não,Não,Não,Não,Não,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Discorda totalmente,Discorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,,,Não sabe,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.660899,Feminino,45 a 59 anos,MG,Interior,Sudeste,C2,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental completo/ Médio incompleto,Branca,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,NÃO SABE,Sim,Ambos (Esp.),Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os governos,Empresas e indústrias,Os cidadãos,Não,Sim,Não,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,Políticos,Garimpeiros,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Não sabe,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Não,,,Não,Não,,Não,,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
2.653405,Feminino,18 a 24 anos,MG,Interior,Sudeste,DE,Sim,Superior Incompleto,Superior,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,QUEIMADAS,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não respondeu,As ONGs de meio ambiente,Os governos,Empresas e indústrias,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Outros responsáveis,Indígenas,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Pior,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Não,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.684215,Masculino,25 a 34 anos,MG,Interior,Sudeste,A,Sim,Superior completo,Superior,Superior completo,Branca,Outras religiões,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,MUDANÇA CLIMÁTICA,Sim,Ambos (Esp.),Não sabe,Não sabe,Sim,Sim,Sim,Não sabe,Sim,,,Sim,Sim,Sim,,Não sabe,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Grandes produtores rurais,Pecuaristas e criadores de animais,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Não sabe,Discorda em parte,Concorda em parte,Não sabe,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,,,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.747936,Feminino,18 a 24 anos,MG,Interior,Sudeste,C1,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,No centro,Poço ou nascente,Asfaltada/Pavimentada,Preocupado(a),Muito,CAMADA DE OZÔNIO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,As ONGs de meio ambiente,Empresas e indústrias,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Pecuaristas e criadores de animais,Grandes produtores rurais,Madeireiros,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Não concorda nem discorda,Discorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Melhor,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
1.025108,Masculino,25 a 34 anos,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Parda,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,EXTINÇÃO,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,Sim,,Não sabe,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,,,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Pequenos agricultores,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Sim,Sim,,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.065449,Masculino,35 a 44 anos,MG,Interior,Sudeste,B1,Sim,3ª série (ou 4º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,SOFRIMENTO DAS CRIANÇAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Políticos,Pecuaristas e criadores de animais,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Discorda totalmente,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Pior,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Sim,Sim,Sim,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.761442,Feminino,35 a 44 anos,MG,Interior,Sudeste,DE,Sim,5ª série ou 6º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Branca,Testemunha de Jeová,No centro,Poço ou nascente,Terra/Cascalho,Preocupado(a),Nada,MEDO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,As ONGs de meio ambiente,Não,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Políticos,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Igual,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Sim,Sim,,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.865766,Masculino,45 a 59 anos,MG,Interior,Sudeste,DE,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,NÃO SABE,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,As ONGs de meio ambiente,Empresas e indústrias,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Políticos,Grandes produtores rurais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Melhor,Não,Não,Sim,Sim,Sim,Sim,Não,Não,,,Não,Não,Sim,Não,,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.788906,Feminino,45 a 59 anos,MG,Interior,Sudeste,B2,Sim,Superior Incompleto,Superior,Médio completo/ Superior incompleto,Parda,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,MUDANÇA CLIMÁTICA,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Sim,Não,Sim,,Não respondeu,Sim,,Sim,,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,Empresas e indústrias,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
